Morph-base,Morph-inflected
飛ぶ,飛ん
ただいま,ただいま
化け物,化け物
待つ,待つ
苦労,苦労
転生,転生
文字,文字
治療,治療
担当,担当
答える,答え
キス,キス
イチゴ,イチゴ
佐,佐
進む,進ん
自ら,自ら
天気,天気
もはや,もはや
レ,レ
発,発
辺り,辺り
飲む,飲む
かぎり,かぎり
斎,斎
お客様,お客様
何とか,何とか
後輩,後輩
連合,連合
暗殺,暗殺
まち,まち
首都,首都
変える,変える
中身,中身
買い物,買い物
食う,食い
開く,開い
予想,予想
切る,切っ
銃,銃
機械,機械
作る,作ら
雰囲気,雰囲気
会話,会話
物語,物語
プロ,プロ
卒業,卒業
しょうが,しょうが
田,田
演じる,演じ
あるじ,あるじ
坂,坂
階,階
教える,教える
引く,引く
買う,買う
てか,てか
正体,正体
新人,新人
行ける,行け
斬る,斬
おかえり,おかえり
意見,意見
あげる,あげよ
教室,教室
姫君,姫君
破壊,破壊
済む,済む
買う,買い
片づける,片づけ
遅れる,遅れ
忙しい,忙しい
傷つける,傷つけ
に対して,に対して
かる,かっ
東,東
仕方,仕方
運動,運動
決める,決める
イベント,イベント
青,青
食べ物,食べ物
学院,学院
つみ,つみ
子供,子供
ともかく,ともかく
土産,土産
怒り,怒り
立てる,立て
卵,卵
理想,理想
共に,共に
解,解
はじめまして,はじめまして
左,左
未知,未知
クリスマス,クリスマス
休憩,休憩
発表,発表
盗賊,盗賊
転移,転移
取れる,取れ
現在,現在
そちら,そちら
秋,秋
指,指
際,際
思い出,思い出
おる,おら
似合う,似合う
塔,塔
止める,止める
発動,発動
だす,だし
かねる,かね
全く,全く
やる気,やる気
環境,環境
日々,日々
鏡,鏡
厳しい,厳しい
無視,無視
似合う,似合っ
いざ,いざ
拾う,拾っ
いえいえ,いえいえ
意外,意外
任せる,任せる
地下,地下
登録,登録
速い,速い
報酬,報酬
態度,態度
決勝,決勝
桐,桐
ダム,ダム
確実,確実
ない,なき
お話し,お話し
ありがたい,ありがたい
次に,次に
持つ,持た
満足,満足
唯一,唯一
必死,必死
変わる,変わり
ひく,ひい
耐える,耐え
誰か,誰か
どうにか,どうにか
個人,個人
出せる,出せ
悲しい,悲しい
ロック,ロック
バイク,バイク
恋人,恋人
気付く,気付か
アホ,アホ
王家,王家
氏,氏
ほぼ,ほぼ
人形,人形
する,せよ
すいません,すいません
狙い,狙い
事実,事実
止まる,止まっ
あくまで,あくまで
上がる,上がる
一方,一方
お方,お方
出発,出発
派手,派手
不可能,不可能
みせる,みせる
きれる,きれ
やれやれ,やれやれ
復活,復活
去年,去年
痛み,痛み
直す,直し
高校生,高校生
パン,パン
発見,発見
めがね,めがね
呪,呪
イス,イス
そのもの,そのもの
優先,優先
生命,生命
商品,商品
手段,手段
懐かしい,懐かしい
嫌う,嫌わ
うえ,うえ
完了,完了
医者,医者
再生,再生
やん,やん
投げる,投げ
年間,年間
ギア,ギア
フィン,フィン
鷲,鷲
純,純
トウ,トウ
おかしい,おかしく
遠い,遠い
よいしょ,よいしょ
ファイト,ファイト
白,白
ごきげんよう,ごきげんよう
社会,社会
花火,花火
まとめる,まとめ
注意,注意
少々,少々
承知,承知
斬る,斬っ
役目,役目
響,響
取る,取り
背中,背中
プラス,プラス
さらに,さらに
たまたま,たまたま
基本,基本
かわり,かわり
詳しい,詳しい
性格,性格
暴走,暴走
当たり,当たり
軌道,軌道
斗,斗
貴重,貴重
いたむ,いたん
お昼,お昼
空間,空間
先日,先日
あん,あん
お気,お気
思う,思え
使う,使え
爆発,爆発
よっしゃ,よっしゃ
チョコ,チョコ
すい,すぅ
設定,設定
わらう,わらわ
スリル,スリル
アーティスト,アーティスト
ボク,ボク
向日葵,向日葵
渚,渚
鍛える,鍛え
戻る,戻ら
望む,望む
ついてる,ついてる
たり,たる
呼ぶ,呼び
初め,初め
だからこそ,だからこそ
兄弟,兄弟
恐ろしい,恐ろしい
作れる,作れる
たび,たび
謎,謎
体力,体力
一部,一部
油断,油断
そん,そん
じじい,じじい
郎,郎
男爵,男爵
法,法
限り,限り
くれる,くれれ
扉,扉
知識,知識
弾,弾
病気,病気
機嫌,機嫌
深い,深い
はっきり,はっきり
向かう,向かう
奪う,奪っ
そろう,そろっ
パワー,パワー
終了,終了
いったん,いったん
ほんとに,ほんとに
内容,内容
病院,病院
いよいよ,いよいよ
住む,住む
小娘,小娘
退治,退治
領,領
通り,通り
相当,相当
迎える,迎え
セリフ,セリフ
カフェ,カフェ
都合,都合
嫁,嫁
戦力,戦力
つつ,つつ
早い,早
謝る,謝る
きゃあ,きゃあ
謝る,謝っ
避難,避難
続く,続い
キャラ,キャラ
消す,消し
やばい,やばい
やってくる,やってき
あたり,あたり
襲う,襲っ
祭り,祭り
戦士,戦士
属性,属性
かなた,かなた
伯爵,伯爵
神殿,神殿
センス,センス
乗る,乗る
加える,加え
会える,会える
ふさわしい,ふさわしい
育てる,育て
指示,指示
装置,装置
自体,自体
適当,適当
ハイ,ハイ
うれしい,うれしかっ
比べる,比べ
現場,現場
だらけ,だらけ
熊,熊
魔道,魔道
ふふふ,ふふふ
抜刀,抜刀
博士,博士
済む,済ん
骨,骨
なる,なん
不,不
ふざける,ふざけ
返す,返す
異常,異常
午後,午後
最低,最低
不幸,不幸
ほしい,ほしく
割,割
生物,生物
画,画
制服,制服
紙,紙
野菜,野菜
販売,販売
よこす,よこせ
エア,エア
合う,合わ
事態,事態
小僧,小僧
ケーキ,ケーキ
こないだ,こないだ
多い,多く
誘う,誘っ
谷,谷
結,結
化物,化物
闇,闇
かなう,かなっ
腰,腰
ずるい,ずるい
見つかる,見つから
ァ,ァ
流,流
いただき,いただき
ネット,ネット
押す,押し
帰る,帰ら
方向,方向
多分,多分
五,五
居場所,居場所
望む,望ん
機能,機能
進む,進む
灰,灰
正義,正義
合う,合い
ゼロ,ゼロ
避ける,避け
見せる,見せる
竜,竜
楽しむ,楽しん
ルール,ルール
社,社
すく,すい
じいちゃん,じいちゃん
目指す,目指す
与える,与える
皆様,皆様
桃,桃
探す,探す
てめぇ,てめぇ
畑,畑
下がる,下がっ
もったいない,もったいない
座る,座っ
守る,守ら
もしもし,もしもし
プリン,プリン
具合,具合
信頼,信頼
卍,卍
効く,効か
人物,人物
どころ,どころ
施設,施設
ばか,ばか
おもしろい,おもしろ
群れ,群れ
告白,告白
おおう,おおっ
封印,封印
公,公
湊,湊
目標,目標
おかえりなさい,おかえりなさい
店長,店長
良い,良かっ
いただく,いただく
泣く,泣く
提案,提案
広い,広い
おいで,おいで
せる,せろ
靴,靴
許せる,許せ
常に,常に
手伝い,手伝い
知れる,知れ
時期,時期
前世,前世
対象,対象
母上,母上
ちゃう,ちゃい
システム,システム
群,群
やあ,やあ
挑戦,挑戦
遊ぶ,遊ぶ
犠牲,犠牲
っす,っしょ
水着,水着
兵器,兵器
屍,屍
じゃう,じゃっ
龍,龍
天元,天元
魔女,魔女
めぐむ,めぐみ
瑠璃,瑠璃
着,着
ほれる,ほれ
緊急,緊急
界,界
暮らし,暮らし
気づく,気づか
対,対
勘弁,勘弁
よい,よけれ
別れ,別れ
少なくとも,少なくとも
信じる,信じる
切れる,切れ
姉妹,姉妹
続き,続き
キレイ,キレイ
つながる,つながっ
開発,開発
しゃべる,しゃべっ
仕掛ける,仕掛け
寺,寺
こい,こ
潰す,潰し
肉体,肉体
走る,走っ
おやすみ,おやすみ
注文,注文
頑張る,頑張ろ
評価,評価
すごい,すごかっ
便利,便利
射る,射
村長,村長
園,園
幼,幼
魅力,魅力
美人,美人
一気に,一気に
底,底
焼き,焼き
死ぬ,死ね
構う,構わ
ある,あら
部下,部下
すっごい,すっごい
たんす,たんす
兵士,兵士
自動,自動
迷う,迷っ
アップ,アップ
近づく,近づい
神社,神社
でく,でっ
記録,記録
遠く,遠く
ベッド,ベッド
接近,接近
男の子,男の子
はいる,はいっ
教育,教育
土,土
竜宮,竜宮
錬金術,錬金術
帰る,帰れ
勢い,勢い
映像,映像
何事,何事
助かる,助かり
とる,とら
込める,込め
優秀,優秀
対策,対策
否定,否定
あるいは,あるいは
随分,随分
天国,天国
にくい,にくい
行ける,行ける
追いかける,追いかけ
騒ぎ,騒ぎ
小学生,小学生
アク,アク
稽古,稽古
もしも,もしも
喜ぶ,喜ぶ
おっさん,おっさん
大量,大量
伝える,伝える
ステキ,ステキ
怒る,怒る
運,運
救う,救う
熱い,熱い
黙る,黙れ
反対,反対
無限,無限
おしまい,おしまい
怖い,怖
死ねる,死ね
遺跡,遺跡
乗せる,乗せ
むちゃ,むちゃ
やめる,やめる
トリガー,トリガー
右,右
なめる,なめ
嬉しい,嬉しい
触る,触っ
解体,解体
院,院
道場,道場
南,南
奥さん,奥さん
悩む,悩ん
あんま,あんま
なる,なろ
分かる,分かん
冷静,冷静
くださる,くださっ
非,非
表,表
参る,参り
肌,肌
人前,人前
伸びる,伸び
光栄,光栄
わざと,わざと
高い,高く
届く,届か
一族,一族
波,波
ひょっと,ひょっと
一般,一般
もらう,もらわ
怪物,怪物
投,投
目指す,目指し
きちんと,きちんと
不良,不良
夏休み,夏休み
迷子,迷子
それなり,それなり
突破,突破
一切,一切
メニュー,メニュー
洗う,洗っ
巻き込む,巻き込ま
きっかけ,きっかけ
証明,証明
誇り,誇り
たた,たた
反省,反省
諸君,諸君
表現,表現
油,油
かなう,かなわ
行う,行う
危機,危機
やれる,やれ
巨大,巨大
心臓,心臓
制御,制御
関わる,関わる
カメラ,カメラ
話題,話題
続く,続く
着替える,着替え
値,値
行方,行方
食べる,食べよ
食い,食い
つけ,つけ
期,期
雑魚,雑魚
甘える,甘え
資料,資料
気持ちいい,気持ちいい
候補,候補
読む,読む
最大,最大
権,権
四天王,四天王
建物,建物
好み,好み
救う,救っ
洗濯,洗濯
歓迎,歓迎
ご存じ,ご存じ
望み,望み
みせる,みせ
奪う,奪う
御,御
戦う,戦い
捕まる,捕まっ
ナイス,ナイス
寂しい,寂しい
初日,初日
見学,見学
進める,進め
褒美,褒美
成績,成績
始末,始末
死体,死体
取り引き,取り引き
爆裂,爆裂
牙,牙
時々,時々
セット,セット
抜く,抜い
会う,会わ
見る,見れ
寄る,寄っ
抵抗,抵抗
あらゆる,あらゆる
離す,離し
いう,いわ
偉い,偉い
かわいい,かわい
率,率
維持,維持
出会い,出会い
いい,いいっ
不足,不足
再,再
待つ,待ち
おやじ,おやじ
みつ,みっ
くれる,くん
やす,やし
ピッ,ピッ
トップ,トップ
頼み,頼み
おもちゃ,おもちゃ
筋,筋
植物,植物
椿,椿
仙薬,仙薬
笑う,笑う
駅,駅
よくも,よくも
お嬢さん,お嬢さん
やすい,やすく
地上,地上
おいしい,おいしく
輩,輩
起こる,起こっ
抑える,抑え
昼,昼
向く,向い
諦める,諦める
発生,発生
一生懸命,一生懸命
付き合う,付き合っ
景色,景色
詳しい,詳しく
眉,眉
受け入れる,受け入れ
自慢,自慢
そのうち,そのうち
会議,会議
と共に,と共に
ねん,ねん
赤い,赤い
世,世
解除,解除
引く,引き
使用,使用
ない,なくっ
資格,資格
おいしい,おいしかっ
親友,親友
手伝う,手伝う
奇跡,奇跡
サラ,サラ
軽い,軽い
蜘蛛,蜘蛛
科,科
なるべく,なるべく
紅茶,紅茶
りん,りん
塩,塩
残る,残る
恐れる,恐れ
汗,汗
かす,かし
かしこまる,かしこまり
部隊,部隊
らっしゃる,らっしゃい
残す,残さ
渡す,渡す
得る,得る
に対する,に対する
大きい,大き
ダメージ,ダメージ
思い出す,思い出す
放課後,放課後
キャー,キャー
ドキドキ,ドキドキ
作る,作ろ
男性,男性
ボール,ボール
痛い,痛く
決まる,決まり
剣士,剣士
舞,舞
みはる,みはり
悪い,悪
布団,布団
空く,空い
張る,張っ
うまい,うま
能,能
お守り,お守り
く,きゃ
まね,まね
軽い,軽く
令嬢,令嬢
罰,罰
支える,支え
いつの間に,いつの間に
カン,カン
脳,脳
どんなに,どんなに
実に,実に
ヒール,ヒール
ドレス,ドレス
年齢,年齢
鼻,鼻
演劇,演劇
達成,達成
たまに,たまに
活躍,活躍
お腹,お腹
商人,商人
強化,強化
コード,コード
仁,仁
公演,公演
騎,騎
過ごす,過ごし
対応,対応
あまりに,あまりに
小さい,小さく
愛す,愛さ
引き,引き
降りる,降り
じゃ,じゃろ
生き物,生き物
